date,status,clean_candidate,has_reference,reference_within_tolerance,candidate_ohlc_valid,source_tick_issue,rounded_to_tick,max_abs_ohlc_diff,source_open,candidate_open,reference_open,open_abs_diff,source_high,candidate_high,reference_high,high_abs_diff,source_low,candidate_low,reference_low,low_abs_diff,source_close,candidate_close,reference_close,close_abs_diff,candidate_volume
2020-01-23,clean,True,True,True,True,False,False,0.0,9190.0,9190.0,9190.0,0.0,9253.5,9253.5,9253.5,0.0,9151.75,9151.75,9151.75,0.0,9248.25,9248.25,9248.25,0.0,616950.0
2020-01-24,clean,True,True,True,True,False,False,0.0,9252.0,9252.0,9252.0,0.0,9287.25,9287.25,9287.25,0.0,9109.5,9109.5,9109.5,0.0,9144.5,9144.5,9144.5,0.0,758800.0
2020-01-27,clean,True,True,True,True,False,False,0.0,9077.0,9077.0,9077.0,0.0,9077.0,9077.0,9077.0,0.0,8925.5,8925.5,8925.5,0.0,8954.5,8954.5,8954.5,0.0,792710.0
2020-01-28,clean,True,True,True,True,False,False,0.0,8952.5,8952.5,8952.5,0.0,9136.25,9136.25,9136.25,0.0,8952.5,8952.5,8952.5,0.0,9105.25,9105.25,9105.25,0.0,632550.0
2020-01-29,clean,True,True,True,True,False,False,0.0,9119.5,9119.5,9119.5,0.0,9158.75,9158.75,9158.75,0.0,9072.25,9072.25,9072.25,0.0,9098.5,9098.5,9098.5,0.0,578410.0
2020-01-30,clean,True,True,True,True,False,False,0.0,9111.25,9111.25,9111.25,0.0,9240.0,9240.0,9240.0,0.0,9003.5,9003.5,9003.5,0.0,9216.25,9216.25,9216.25,0.0,846590.0
2020-01-31,clean,True,True,True,True,False,False,0.0,9226.5,9226.5,9226.5,0.0,9248.75,9248.75,9248.75,0.0,8966.0,8966.0,8966.0,0.0,8997.75,8997.75,8997.75,0.0,898380.0
2020-02-03,clean,True,True,True,True,False,False,0.0,8982.75,8982.75,8982.75,0.0,9155.75,9155.75,9155.75,0.0,8975.0,8975.0,8975.0,0.0,9114.25,9114.25,9114.25,0.0,680730.0
2020-02-04,clean,True,True,True,True,False,False,0.0,9099.0,9099.0,9099.0,0.0,9369.25,9369.25,9369.25,0.0,9073.0,9073.0,9073.0,0.0,9355.0,9355.0,9355.0,0.0,563910.0
2020-02-05,clean,True,True,True,True,False,False,0.0,9357.0,9357.0,9357.0,0.0,9462.75,9462.75,9462.75,0.0,9317.75,9317.75,9317.75,0.0,9381.5,9381.5,9381.5,0.0,729550.0
2020-02-06,clean,True,True,True,True,False,False,0.0,9390.0,9390.0,9390.0,0.0,9464.0,9464.0,9464.0,0.0,9362.5,9362.5,9362.5,0.0,9455.5,9455.5,9455.5,0.0,545050.0
2020-02-07,clean,True,True,True,True,False,False,0.0,9467.0,9467.0,9467.0,0.0,9471.0,9471.0,9471.0,0.0,9385.0,9385.0,9385.0,0.0,9409.5,9409.5,9409.5,0.0,592700.0
2020-02-10,clean,True,True,True,True,False,False,0.0,9401.5,9401.5,9401.5,0.0,9531.5,9531.5,9531.5,0.0,9330.75,9330.75,9330.75,0.0,9527.5,9527.5,9527.5,0.0,500150.0
2020-02-11,clean,True,True,True,True,False,False,0.0,9525.0,9525.0,9525.0,0.0,9609.5,9609.5,9609.5,0.0,9501.25,9501.25,9501.25,0.0,9527.25,9527.25,9527.25,0.0,589570.0
2020-02-12,clean,True,True,True,True,False,False,0.0,9536.25,9536.25,9536.25,0.0,9628.25,9628.25,9628.25,0.0,9523.75,9523.75,9523.75,0.0,9625.75,9625.75,9625.75,0.0,454470.0
2020-02-13,clean,True,True,True,True,False,False,0.0,9621.5,9621.5,9621.5,0.0,9644.75,9644.75,9644.75,0.0,9511.25,9511.25,9511.25,0.0,9613.0,9613.0,9613.0,0.0,613580.0
2020-02-14,clean,True,True,True,True,False,False,0.0,9626.25,9626.25,9626.25,0.0,9659.25,9659.25,9659.25,0.0,9588.0,9588.0,9588.0,0.0,9632.25,9632.25,9632.25,0.0,489390.0
2020-02-16,no_reference,False,False,False,True,True,True,,9630.25,9630.25,,,9668.5,9668.5,,,9630.25,9630.25,,,9663.62,9663.5,,,0.0
2020-02-17,no_reference,False,False,False,True,True,True,,9663.0,9663.0,,,9687.0,9687.0,,,9580.12,9580.0,,,9603.0,9603.0,,,0.0
2020-02-18,clean,True,True,True,True,False,False,0.0,9635.0,9635.0,9635.0,0.0,9687.5,9687.5,9687.5,0.0,9534.25,9534.25,9534.25,0.0,9636.0,9636.0,9636.0,0.0,668510.0
2020-02-19,clean,True,True,True,True,False,False,0.0,9643.25,9643.25,9643.25,0.0,9748.75,9748.75,9748.75,0.0,9641.25,9641.25,9641.25,0.0,9733.5,9733.5,9733.5,0.0,419130.0
2020-02-20,clean,True,True,True,True,False,False,0.0,9744.75,9744.75,9744.75,0.0,9763.0,9763.0,9763.0,0.0,9517.0,9517.0,9517.0,0.0,9624.25,9624.25,9624.25,0.0,802420.0
2020-02-21,clean,True,True,True,True,False,False,0.0,9617.25,9617.25,9617.25,0.0,9623.75,9623.75,9623.75,0.0,9411.5,9411.5,9411.5,0.0,9458.0,9458.0,9458.0,0.0,911840.0
2020-02-24,clean,True,True,True,True,False,False,0.0,9355.25,9355.25,9355.25,0.0,9365.0,9365.0,9365.0,0.0,9041.25,9041.25,9041.25,0.0,9091.0,9091.0,9091.0,0.0,1170000.0
2020-02-25,clean,True,True,True,True,False,False,0.0,9091.0,9091.0,9091.0,0.0,9224.25,9224.25,9224.25,0.0,8810.0,8810.0,8810.0,0.0,8854.25,8854.25,8854.25,0.0,1340000.0
2020-02-26,clean,True,True,True,True,False,False,0.0,8868.25,8868.25,8868.25,0.0,9037.5,9037.5,9037.5,0.0,8709.5,8709.5,8709.5,0.0,8850.25,8850.25,8850.25,0.0,1250000.0
2020-02-27,clean,True,True,True,True,False,False,0.0,8811.5,8811.5,8811.5,0.0,8878.5,8878.5,8878.5,0.0,8334.25,8334.25,8334.25,0.0,8382.75,8382.75,8382.75,0.0,1580000.0
2020-02-28,clean,True,True,True,True,False,False,0.0,8347.0,8347.0,8347.0,0.0,8574.75,8574.75,8574.75,0.0,8126.25,8126.25,8126.25,0.0,8454.0,8454.0,8454.0,0.0,1530000.0
2020-03-02,clean,True,True,True,True,False,False,0.0,8349.25,8349.25,8349.25,0.0,8883.25,8883.25,8883.25,0.0,8224.25,8224.25,8224.25,0.0,8791.25,8791.25,8791.25,0.0,1370000.0
