group_type,event_family,catalyst_category,surprise_side,market_bias_side,sample_size,raw_bullish_probability,bullish_probability,bearish_probability,raw_market_move_probability,market_move_probability,sample_confidence,confidence_label,avg_return_pts,median_return_pts,avg_return_pct,median_return_pct,avg_mfe_pts,avg_mae_pts,avg_abs_surprise,avg_market_bias_score,window_label
category_all,,labor,,,100,0.58,0.5769230769230769,0.42307692307692313,0.76,0.7403846153846154,1.0,high,21.735,27.5,0.12727609797714012,0.13710793236692778,190.79,-167.04,48031.25,0.07826315789473685,same_day_close
category_all,,growth,,,73,0.5068493150684932,0.5064935064935064,0.49350649350649356,0.821917808219178,0.7922077922077922,1.0,high,-19.198630136986303,1.0,-0.07178349096923496,0.005273566249176006,169.84246575342465,-202.013698630137,15715.150793650815,0.02876712328767123,same_day_close
category_all,,inflation,,,10,0.7,0.6428571428571429,0.3571428571428571,0.9,0.7142857142857143,0.8333333333333334,high,85.2,254.75,0.4064953568600031,1.141008003842253,229.1,-183.875,0.06000000000000001,0.08138297872340425,same_day_close
category_all,,other,,,9,0.5555555555555556,0.5384615384615384,0.46153846153846156,0.6666666666666666,0.5384615384615384,0.75,high,-78.77777777777777,5.0,-0.41105521666894596,0.027970072022935458,131.83333333333334,-233.94444444444446,38666.666666666664,0.0,same_day_close
category_all,,central_bank,,,8,0.625,0.5833333333333334,0.41666666666666663,0.875,0.6666666666666666,0.6666666666666666,medium,73.90625,63.75,0.3481983144941858,0.24995727904022227,268.53125,-122.84375,0.07142857142857142,0.125,same_day_close
category_market_bias,,labor,,market_positive,47,0.6170212765957447,0.6078431372549019,0.3921568627450981,0.7659574468085106,0.7254901960784313,1.0,high,41.255319148936174,26.5,0.2500385513296384,0.14852803116286237,206.7127659574468,-169.9095744680851,46276.59574468085,0.6336692795819335,same_day_close
category_market_bias,,labor,,market_negative,37,0.5405405405405406,0.5365853658536586,0.46341463414634143,0.7567567567567568,0.7073170731707317,1.0,high,2.2162162162162162,28.0,-0.02268264221174461,0.12152481664676788,165.70945945945945,-155.8783783783784,43081.08108108108,-0.6105263157894736,same_day_close
category_market_bias,,growth,,market_positive,31,0.5483870967741935,0.5428571428571428,0.4571428571428572,0.7741935483870968,0.7142857142857143,1.0,high,8.903225806451612,1.0,0.043938114736078525,0.005273566249176006,169.53225806451613,-185.11290322580646,22904.035483870997,0.6999999999999997,same_day_close
category_market_bias,,growth,,market_negative,28,0.39285714285714285,0.40625,0.59375,0.8571428571428571,0.78125,1.0,high,-87.73214285714286,-97.0,-0.37750210843728554,-0.4249566494196198,150.30357142857142,-259.83035714285717,10001.05000000002,-0.6999999999999998,same_day_close
category_market_bias,,growth,,market_neutral,14,0.6428571428571429,0.6111111111111112,0.38888888888888884,0.8571428571428571,0.7222222222222222,1.0,high,55.642857142857146,85.875,0.28341304561938635,0.477835952775692,209.60714285714286,-123.80357142857143,0.0,0.0,same_day_close
category_market_bias,,labor,,market_mixed,11,0.7272727272727273,0.6666666666666666,0.33333333333333337,0.8181818181818182,0.6666666666666666,0.9166666666666666,high,70.88636363636364,140.5,0.38325877332257136,0.6993790211182598,210.0909090909091,-137.8409090909091,76545.45454545454,0.05757575757575757,same_day_close
category_market_bias,,other,,market_neutral,9,0.5555555555555556,0.5384615384615384,0.46153846153846156,0.6666666666666666,0.5384615384615384,0.75,high,-78.77777777777777,5.0,-0.41105521666894596,0.027970072022935458,131.83333333333334,-233.94444444444446,38666.666666666664,0.0,same_day_close
category_market_bias,,central_bank,,market_neutral,7,0.7142857142857143,0.6363636363636364,0.36363636363636365,0.8571428571428571,0.6363636363636364,0.5833333333333334,medium,97.32142857142857,99.0,0.4640810486901414,0.37838974143367665,275.35714285714283,-124.92857142857143,0.0,0.0,same_day_close
category_market_bias,,inflation,,market_positive,5,0.8,0.6666666666666666,0.33333333333333337,0.8,0.5555555555555556,0.4166666666666667,low,93.85,254.25,0.47088946988944463,1.0107309733111587,259.9,-201.0,0.059999999999999984,0.691063829787234,same_day_close
category_market_bias,,labor,,market_neutral,5,0.2,0.3333333333333333,0.6666666666666667,0.6,0.4444444444444444,0.4166666666666667,low,-125.45,-41.75,-0.48015817189854604,-0.1648178121669101,184.25,-286.9,0.0,0.0,same_day_close
category_market_bias,,inflation,,market_negative,3,0.3333333333333333,0.42857142857142855,0.5714285714285714,1.0,0.5714285714285714,0.25,low,-64.83333333333333,-163.0,-0.3545432506522985,-0.8878116532087855,127.83333333333333,-256.75,0.10000000000000003,-0.9166666666666666,same_day_close
category_side,,labor,negative,,46,0.6086956521739131,0.6,0.4,0.7608695652173914,0.72,1.0,high,26.434782608695652,24.0,0.16544434568567135,0.12507522240667607,201.9673913043478,-173.875,54000.0,0.5894736842105263,same_day_close
category_side,,labor,positive,,37,0.5675675675675675,0.5609756097560976,0.4390243902439024,0.7567567567567568,0.7073170731707317,1.0,high,10.952702702702704,28.5,0.02096776540985336,0.13930018703241895,169.3918918918919,-149.84459459459458,43054.05405405405,-0.5600758653390232,same_day_close
category_side,,growth,positive,,31,0.5483870967741935,0.5428571428571428,0.4571428571428572,0.7741935483870968,0.7142857142857143,1.0,high,8.903225806451612,1.0,0.043938114736078525,0.005273566249176006,169.53225806451613,-185.11290322580646,22904.035483870997,0.6999999999999997,same_day_close
category_side,,growth,negative,,27,0.4074074074074074,0.41935483870967744,0.5806451612903225,0.8518518518518519,0.7741935483870968,1.0,high,-71.42592592592592,-76.0,-0.3165674964382341,-0.3799810009499525,155.82407407407408,-247.9537037037037,10371.451851851873,-0.6999999999999998,same_day_close
category_side,,growth,flat,,14,0.6428571428571429,0.6111111111111112,0.38888888888888884,0.8571428571428571,0.7222222222222222,1.0,high,55.642857142857146,85.875,0.28341304561938635,0.477835952775692,209.60714285714286,-123.80357142857143,0.0,0.0,same_day_close
category_side,,labor,mixed,,12,0.6666666666666666,0.625,0.375,0.8333333333333334,0.6875,1.0,high,98.29166666666667,174.875,0.5618461196251069,0.8622682039427616,216.64583333333334,-143.91666666666666,44500.0,0.11944444444444445,same_day_close
category_side,,central_bank,flat,,7,0.7142857142857143,0.6363636363636364,0.36363636363636365,0.8571428571428571,0.6363636363636364,0.5833333333333334,medium,97.32142857142857,99.0,0.4640810486901414,0.37838974143367665,275.35714285714283,-124.92857142857143,0.0,0.0,same_day_close
category_side,,inflation,negative,,6,0.8333333333333334,0.7,0.30000000000000004,0.8333333333333334,0.6,0.5,medium,124.33333333333333,254.75,0.6428830476972632,1.166021075269177,265.25,-171.16666666666666,0.04999999999999999,0.5939716312056738,same_day_close
category_side,,labor,flat,,5,0.2,0.3333333333333333,0.6666666666666667,0.6,0.4444444444444444,0.4166666666666667,low,-125.45,-41.75,-0.48015817189854604,-0.1648178121669101,184.25,-286.9,0.0,0.0,same_day_close
category_side,,other,positive,,5,0.6,0.5555555555555556,0.4444444444444444,0.8,0.5555555555555556,0.4166666666666667,low,-48.3,38.5,-0.3062376461400581,0.21117296985985792,163.9,-263.6,37400.0,0.0,same_day_close
category_side,,other,negative,,4,0.5,0.5,0.5,0.5,0.375,0.3333333333333333,low,-116.875,-81.875,-0.5420771798300555,-0.45704816659561387,91.75,-196.875,40250.0,0.0,same_day_close
category_side,,inflation,positive,,3,0.3333333333333333,0.42857142857142855,0.5714285714285714,1.0,0.5714285714285714,0.25,low,-64.83333333333333,-163.0,-0.3545432506522985,-0.8878116532087855,127.83333333333333,-256.75,0.10000000000000003,-0.9166666666666666,same_day_close
event_family_all,jobless_claims,,,,55,0.5454545454545454,0.5423728813559322,0.4576271186440678,0.7454545454545455,0.711864406779661,1.0,high,21.695454545454545,21.5,0.1464513248154884,0.1016224136504898,195.59545454545454,-152.4409090909091,7823.529411764706,0.10181818181818181,same_day_close
event_family_all,ism_pmi,,,,52,0.5384615384615384,0.5357142857142857,0.4642857142857143,0.8461538461538461,0.8035714285714286,1.0,high,-34.24038461538461,11.625,-0.148056404680729,0.06285329192025782,164.41826923076923,-230.03365384615384,1.2738095238095242,4.270088556250602e-18,same_day_close
