date,open,high,low,close,adj_close,volume
2026-05-01 04:05:00,27628.5,27628.5,27626.25,27626.25,27626.25,0
2026-05-01 04:10:00,27626.75,27633.5,27625.0,27630.75,27630.75,192
2026-05-01 04:15:00,27631.5,27636.0,27629.5,27631.25,27631.25,158
2026-05-01 04:20:00,27630.5,27634.5,27628.75,27632.0,27632.0,99
2026-05-01 04:25:00,27632.75,27633.0,27625.5,27629.75,27629.75,191
2026-05-01 04:30:00,27629.0,27632.25,27626.5,27628.0,27628.0,129
2026-05-01 04:35:00,27629.5,27633.5,27625.25,27625.5,27625.5,143
2026-05-01 04:40:00,27626.25,27627.5,27620.75,27626.5,27626.5,216
2026-05-01 04:45:00,27626.25,27632.0,27625.5,27626.25,27626.25,198
2026-05-01 04:50:00,27626.25,27628.5,27624.75,27627.75,27627.75,71
2026-05-01 04:55:00,27629.5,27632.5,27626.25,27628.5,27628.5,233
2026-05-01 05:00:00,27628.25,27628.5,27619.25,27628.0,27628.0,316
2026-05-01 05:05:00,27628.25,27640.75,27627.5,27634.5,27634.5,412
2026-05-01 05:10:00,27635.0,27637.75,27629.0,27637.75,27637.75,154
2026-05-01 05:15:00,27636.0,27637.0,27621.25,27625.25,27625.25,239
2026-05-01 05:20:00,27624.75,27634.0,27622.75,27632.25,27632.25,181
2026-05-01 05:25:00,27632.5,27638.0,27631.5,27636.75,27636.75,153
2026-05-01 05:30:00,27636.0,27636.5,27630.0,27630.25,27630.25,176
2026-05-01 05:35:00,27630.5,27630.5,27623.0,27628.0,27628.0,214
2026-05-01 05:40:00,27626.5,27628.0,27622.0,27627.0,27627.0,134
2026-05-01 05:45:00,27627.0,27627.5,27620.25,27625.25,27625.25,100
2026-05-01 05:50:00,27625.5,27626.0,27621.75,27623.75,27623.75,118
2026-05-01 05:55:00,27623.25,27623.25,27612.25,27616.75,27616.75,351
2026-05-01 06:00:00,27617.75,27620.75,27612.25,27616.75,27616.75,312
2026-05-01 06:05:00,27618.5,27622.75,27612.5,27619.5,27619.5,198
2026-05-01 06:10:00,27620.0,27623.25,27616.0,27622.75,27622.75,196
2026-05-01 06:15:00,27623.0,27628.5,27619.0,27620.75,27620.75,248
2026-05-01 06:20:00,27621.0,27621.0,27611.25,27616.5,27616.5,312
2026-05-01 06:25:00,27618.0,27618.75,27608.75,27609.75,27609.75,320
2026-05-01 06:30:00,27612.0,27613.0,27605.25,27607.0,27607.0,367
2026-05-01 06:35:00,27606.5,27609.5,27598.0,27601.75,27601.75,433
2026-05-01 06:40:00,27601.75,27604.0,27596.25,27603.75,27603.75,296
2026-05-01 06:45:00,27603.5,27606.75,27592.75,27598.5,27598.5,460
2026-05-01 06:50:00,27597.75,27602.5,27594.75,27597.0,27597.0,187
2026-05-01 06:55:00,27595.5,27600.25,27591.5,27596.5,27596.5,455
